x,y,Clay,Silt,Sand,Sinif,coloration_mean_Manyas,GNDVI_mean_Manyas,GRVI_mean_Manyas,Manyas_HGK_SYM_30m_Resample_2,ndvi_mean_Manyas,Planform_curvature_Manyas_2,Profile_curvature_Manyas_2,saturation_mean_Manyas,Slope_Manyas2,SPI_Manyas_2,TWI_Manyas_2
580509.216000,4456157.696000,45.902648,19.816632,34.280720,CLAY,0.10786300000,0.20608300000,-0.10786300000,48,0.25933200000,-0.08333330000,0.13888900000,0.23014400000,4.75073000000,1.04747000000,7.14122000000
583176.076000,4455889.872000,56.945304,17.039568,26.015128,CLAY,0.06630230000,0.19467300000,-0.06630230000,49,0.30728000000,-0.11111100000,0.11111100000,0.17276800000,3.00463000000,2.60423000000,9.61426000000
583707.519000,4455360.466000,37.153376,21.592492,41.254132,ClayLoam,0.04904900000,0.30970500000,-0.04904900000,32,0.42284200000,0.14950100000,0.37172300000,0.23881400000,21.35190000000,2.55031000000,5.63838000000
587210.668000,4457290.776000,31.533090,18.229683,50.237227,SandyClayLoam,0.08446060000,0.29292500000,-0.08446060000,71,0.36600700000,-0.11111100000,0.11111100000,0.31157800000,1.86339000000,1.90333000000,9.86888000000
581937.501000,4457894.434000,60.920648,16.944816,22.134536,CLAY,0.07864480000,0.19592500000,-0.07864480000,60,0.29891900000,0.00000000000,0.00000000000,0.19924900000,0.00000000000,-3.50656000000,10.30900000000
581854.355000,4458666.395000,58.599365,17.964082,23.436554,CLAY,0.05280050000,0.25598100000,-0.05280050000,69,0.36791400000,0.00000000000,0.00000000000,0.26279900000,1.17851000000,-1.03972000000,7.84212000000
582589.098000,4459697.649000,47.986981,19.699654,32.313366,CLAY,0.05478410000,0.28372400000,-0.05478410000,56,0.39495400000,0.11111100000,-0.11111100000,0.24635700000,2.35702000000,-0.34657400000,7.14897000000
583989.861000,4461584.937000,24.144528,23.145276,52.710196,SandyClayLoam,0.10552600000,0.22583800000,-0.10552600000,42,0.29290000000,0.00000000000,0.00000000000,0.23872000000,0.00000000000,-2.40795000000,11.40760000000
591764.792000,4446202.318000,50.494454,23.031965,26.473581,CLAY,0.03983150000,0.33452000000,-0.03983150000,47,0.43853900000,0.11111100000,-0.11111100000,0.22859200000,5.27046000000,0.45814500000,6.34425000000
589987.583000,4443419.217000,40.765209,15.550830,43.683962,CLAY,0.03878640000,0.32239700000,-0.03878640000,37,0.46617100000,-0.13888900000,0.08333330000,0.20844800000,15.90990000000,3.17241000000,6.84886000000
585661.205000,4442444.145000,29.434970,21.268137,49.296893,SandyClayLoam,0.01713460000,0.34557700000,-0.01713460000,17,0.51100000000,0.00000000000,0.00000000000,0.22792700000,0.00000000000,0.62057700000,14.43610000000
584633.155000,4444199.733000,53.289412,31.266704,15.443884,CLAY,-0.03418470000,0.28805600000,0.03418470000,15,0.45994100000,0.00000000000,0.00000000000,0.20335100000,0.00000000000,-1.02165000000,12.79390000000
585412.580000,4440873.829000,75.617078,15.803773,8.579149,CLAY,0.05617930000,0.26075000000,-0.05617930000,18,0.39091000000,0.00000000000,0.11111100000,0.26327300000,1.31762000000,-0.23500200000,8.42369000000
580809.871000,4442670.759000,33.831387,29.719102,36.449510,ClayLoam,-0.02477840000,0.34482100000,0.02477840000,18,0.45982200000,0.00000000000,0.00000000000,0.22235600000,0.58925600000,1.40263000000,11.67080000000
583234.176000,4440096.117000,29.371104,22.633027,47.995869,SandyClayLoam,-0.10184700000,0.46524900000,0.10184700000,21,0.69713100000,0.00000000000,0.00000000000,0.25033900000,0.00000000000,1.30563000000,15.12110000000
585275.988000,4437827.412000,33.605176,27.874957,38.519867,ClayLoam,0.05015900000,0.24972800000,-0.05015900000,22,0.35898800000,0.00000000000,0.00000000000,0.26557600000,0.00000000000,1.20297000000,15.01850000000
580757.346000,4439818.968000,29.159760,19.407168,51.433072,SandyClayLoam,0.01157990000,0.32539900000,-0.01157990000,21,0.46611500000,0.00000000000,0.00000000000,0.21652100000,0.00000000000,-2.40795000000,11.40760000000
577593.851000,4442176.334000,53.199232,44.200818,2.599950,SiltyClay,0.02163490000,0.31053000000,-0.02163490000,16,0.46753700000,0.00000000000,0.00000000000,0.24930000000,0.00000000000,-0.21072100000,13.60480000000
575588.616000,4441886.337000,31.859768,42.042822,26.097410,ClayLoam,0.02585250000,0.33630400000,-0.02585250000,17,0.45698500000,0.00000000000,0.00000000000,0.18450800000,0.00000000000,-2.81341000000,11.00210000000
573680.440000,4441288.745000,62.811456,19.315381,17.873163,CLAY,0.03332300000,0.21237900000,-0.03332300000,25,0.35931500000,0.00000000000,-0.11111100000,0.20355700000,2.12459000000,5.96470000000,13.66790000000
569058.390000,4445370.609000,53.103168,18.913802,27.983030,CLAY,0.05956870000,0.31087400000,-0.05956870000,53,0.40342600000,0.00000000000,0.00000000000,0.32122100000,2.94628000000,-0.12343000000,6.92583000000
569398.820000,4442406.214000,52.820032,19.632002,27.547966,CLAY,0.06892970000,0.25548900000,-0.06892970000,49,0.37415800000,0.00000000000,0.00000000000,0.24924500000,3.33333000000,3.63759000000,10.44000000000
572323.301000,4439531.901000,49.013712,14.518838,36.467450,CLAY,0.04377730000,0.26002200000,-0.04377730000,95,0.39022900000,-0.25777800000,0.07555560000,0.23602700000,9.42809000000,3.11916000000,7.84212000000
570993.504000,4438667.201000,37.014404,26.846893,36.138703,ClayLoam,0.07105780000,0.30089200000,-0.07105780000,173,0.41603300000,0.20555600000,-0.23888900000,0.28349200000,9.51972000000,1.04939000000,5.75300000000
579827.668000,4438193.432000,64.163988,16.090553,19.745459,CLAY,-0.00821324000,0.41564800000,0.00821324000,60,0.62573500000,-0.03418800000,0.07692310000,0.25277100000,6.34648000000,1.33707000000,6.85161000000
577178.447000,4439724.051000,54.326146,19.103328,26.570526,CLAY,0.09393150000,0.24551000000,-0.09393150000,58,0.34176400000,0.02777780000,0.02777780000,0.26693500000,7.66032000000,1.52523000000,6.66346000000
