"CLAY","SandyClayLoam","SandyClay","ClayLoam","SiltyClay"
"1",0.625863440488029,0.15506882769497,0.0421325828256259,0.143852113939495,0.0330830350518797
"2",0.624471788938501,0.177099763343683,0.0319801041763177,0.130883576194154,0.0355647673473445
"3",0.622075009692506,0.149758620571207,0.0371075655061446,0.153751492267699,0.0373073119624436
"4",0.628809573414071,0.154142934095844,0.0363925093525994,0.145510425694306,0.0351445574431788
"5",0.699482093232883,0.0837402608535089,0.037030970653486,0.144243436981057,0.0355032382790641
"6",0.677170057334977,0.0939358390608828,0.0388293392333969,0.152928979178279,0.0371357851924636
"7",0.62805477900693,0.186482277144831,0.0295500410088839,0.121055833832873,0.0348570690064814
"8",0.661037474611807,0.180007190965948,0.00266785484598412,0.123474432406438,0.0328130471698232
"9",0.698431177173613,0.0848326812301359,0.0366864635793979,0.144474732296646,0.0355749457202073
"10",0.63651038158282,0.177278493578439,0.0574818521056332,0.0971691284148373,0.0315601443182703
"11",0.629920170528837,0.149619958034333,0.0400461218883529,0.147456818915336,0.0329569306331403
"12",0.694788290001834,0.188629052284355,0.0375099430193784,0.045820544326287,0.0332521703681452
"13",0.625300786853417,0.176834515154474,0.0324897858546995,0.131083066522357,0.0342918456150523
"14",0.692621129353098,0.0871188146293067,0.0390258194569362,0.145404601506554,0.0358296350541052
"15",0.635458191279638,0.13685477714576,0.0387309100116196,0.151781343501855,0.0371747780611284
"16",0.629765742677148,0.159825279574201,0.0573387459459552,0.124218350993081,0.0288518808096158
"17",0.621234712622925,0.166964736603884,0.0370755670346302,0.139552090263803,0.0351728934747582
"18",0.625671780318089,0.184790771560783,0.0357731271161564,0.119013175431032,0.03475114557394
"19",0.638882095507808,0.176310320782252,0.0130675732389427,0.137065118460661,0.0346748920103364
"20",0.635278343886134,0.175164246034458,0.0138981661085942,0.14067508839218,0.0349841555786342
"21",0.63495307292444,0.147043359591601,0.031041729490272,0.149793670628517,0.0371681673651709
"22",0.632661338815887,0.142086936519897,0.0356611274142964,0.154064798135462,0.0355257991144574
"23",0.643947073727078,0.135537700363998,0.0279480310068118,0.155581587569379,0.0369856073327332
"24",0.637713608732881,0.179950777574376,0.0136681740294509,0.134126568155881,0.0345408715074113
"25",0.631635992317335,0.169952500320835,0.0234507665203566,0.139583639202911,0.0353771016385622
"26",0.628998153043112,0.185380176769735,0.027248640848243,0.123522985048434,0.0348500442904757
"27",0.69745539038169,0.193257541841138,0.0326478656398392,0.0436821663262168,0.0329570358111161
"28",0.678126876894702,0.0926614618601109,0.0396652162177167,0.152336703501382,0.0372097415260886
"29",0.634075884044158,0.14148592163112,0.0364417161672088,0.150786710042014,0.0372097681154991
"30",0.617843360839005,0.153802121165037,0.0381333317393511,0.15447059198663,0.0357505942699768
"31",0.624918640966871,0.145252628600837,0.0399866241975818,0.153702472374727,0.0361396338599828
"32",0.668230757507203,0.096395991729816,0.0434161170660524,0.15353575429029,0.0384213794066388
"33",0.62669937136642,0.155471161540361,0.0382739078869154,0.143703106933888,0.0358524522724149
"34",0.628959921437303,0.18866729508579,0.0300607273156443,0.117478170548621,0.0348338856126419
"35",0.684867823841161,0.106234157277759,0.0535411579563079,0.12626039986622,0.029096461058552
"36",0.633025358607239,0.195481231872716,0.0469781663773721,0.0899027578395803,0.0346124853030928
"37",0.6206060950341,0.168196439478515,0.0402487121998681,0.138353154294609,0.0325955989929079
"38",0.673551128533303,0.19123411855904,0.0461794673033134,0.0539404236748716,0.0350948619294713
"39",0.699382814376035,0.0846897211824022,0.0378362102902405,0.142301691115085,0.0357895630362379
"40",0.682498122694798,0.196534181212792,0.0411607377022999,0.0489723927836862,0.030834565606424
"41",0.65040165536719,0.151362452060809,0.0601471042658081,0.105840841536704,0.0322479467694884
"42",0.66251922878735,0.142183148414114,0.0561833818156593,0.114753302430754,0.0243609385521222
"43",0.661907307577323,0.176848775340941,0.0500669299567886,0.0747074584326431,0.0364695286923037
"44",0.631100836382808,0.191973662636294,0.0304764984954944,0.111500018199393,0.0349489842860113
"45",0.634857598672602,0.138955220573853,0.0380645666831451,0.151881879633671,0.0362407344367299
"46",0.622600530059156,0.174185813200379,0.035730965667979,0.132192116067485,0.0352905750050008
"47",0.628424319224102,0.181424912854412,0.0269916202969104,0.128257146533934,0.0349020010906421
"48",0.6996938035565,0.192102640941206,0.0307289212007891,0.0446496736588862,0.0328249606426185
"49",0.630646563284069,0.191566918221542,0.0309586899356712,0.111721637547539,0.0351061910111798
"50",0.636834946985978,0.146157664054322,0.0253360200369351,0.154976002014799,0.036695366907966
